0.0058374,0.68932
0.0059189,0.68762
0.0060145,0.68566
0.0062171,0.68164
0.0067028,0.67268
0.0075631,0.65875
0.0086383,0.64403
0.0099888,0.62865
0.01157,0.61379
0.013304,0.60028
0.015117,0.58842
0.016995,0.57795
0.018914,0.56869
0.020867,0.56044
0.022849,0.55304
0.024854,0.54636
0.026898,0.54022
0.028959,0.53461
0.031034,0.52947
0.033124,0.52471
0.035228,0.5203
0.037339,0.5168
0.039454,0.51365
0.041574,0.51071
0.043697,0.50795
0.045823,0.50535
0.047942,0.50291
0.050065,0.50061
0.052191,0.49842
0.054321,0.49635
0.056454,0.49438
0.058599,0.49249
0.060746,0.49068
0.062895,0.48896
0.065046,0.48731
0.0672,0.48573
0.069361,0.48422
0.071524,0.48276
0.073688,0.48135
0.075855,0.48001
0.078023,0.47871
0.080182,0.47746
0.082343,0.47626
0.084507,0.47509
0.086673,0.47397
0.088842,0.47288
0.091006,0.47183
0.093175,0.47082
0.095347,0.46983
0.097523,0.46887
0.099702,0.46794
0.10189,0.46704
0.10409,0.46616
0.10628,0.4653
0.10849,0.46447
0.11069,0.46367
0.11289,0.46288
0.1151,0.46212
0.11731,0.46137
0.11953,0.46065
0.12174,0.45994
0.12396,0.45926
0.1273,0.45907
0.13231,0.45926
0.13985,0.45955
0.1513,0.46002
0.16318,0.46056
0.17489,0.46112
0.18639,0.46172
0.19794,0.46236
0.20956,0.46304
0.22127,0.46376
0.23307,0.46453
0.24496,0.46535
0.25693,0.46622
0.26899,0.46714
0.28114,0.46811
0.29336,0.46914
0.30565,0.47021
0.31803,0.47134
0.33051,0.47253
0.34307,0.47378
0.3557,0.47508
0.36841,0.47645
0.3812,0.47787
0.39409,0.47937
0.40705,0.48093
0.4201,0.48255
0.43323,0.48425
0.44645,0.48602
0.45974,0.48787
0.47312,0.48979
0.48657,0.49179
0.5001,0.49388
0.51371,0.49605
0.52739,0.4983
0.54115,0.50066
0.55498,0.5031
0.56889,0.50565
0.58288,0.5083
0.59711,0.51109
0.61173,0.51407
0.6265,0.5172
0.64132,0.52046
0.65619,0.52386
0.6711,0.52742
0.68604,0.53113
0.70099,0.53501
0.71597,0.53908
0.73097,0.54335
0.74597,0.54785
0.76099,0.55258
0.776,0.5576
0.791,0.56292
0.80602,0.5686
0.82104,0.57471
0.83606,0.58132
0.85106,0.58853
0.86604,0.59648
0.881,0.60538
0.89596,0.61554
0.91097,0.61839
0.92605,0.6181
0.94122,0.61788
0.95647,0.61772
0.97179,0.61763
0.98715,0.61761
1.0025,0.62032
1.0179,0.63662
1.0331,0.6476
1.0484,0.65493
1.0636,0.65877
1.0789,0.65907
1.0942,0.65567
1.1094,0.65066
1.1246,0.64402
1.1399,0.63558
1.1551,0.62518
1.1703,0.6139
1.1856,0.60198
1.2009,0.58967
1.2163,0.57737
1.2317,0.56563
1.2471,0.55471
1.2626,0.54491
1.2781,0.53687
1.2936,0.5313
1.3091,0.52706
1.3246,0.52354
1.34,0.52007
1.3555,0.51665
1.3709,0.51329
1.3863,0.50998
1.4016,0.50673
1.4169,0.50353
1.4321,0.50037
1.4472,0.49727
1.4624,0.49421
1.4774,0.4912
1.4925,0.48823
1.5074,0.48531
1.5223,0.48243
1.5372,0.47959
1.5519,0.47681
1.5666,0.47407
1.5811,0.47138
1.5956,0.46873
1.61,0.46612
1.6242,0.46356
1.6384,0.46104
1.6525,0.45856
1.6665,0.45612
1.6804,0.45372
1.6942,0.45136
1.7079,0.44906
1.7213,0.4468
1.7345,0.4446
1.7475,0.44246
1.7603,0.44037
1.7729,0.43833
1.7852,0.43635
1.7969,0.43447
1.8082,0.43269
1.8188,0.43101
1.8288,0.42946
1.8374,0.42812
1.8446,0.427
1.8504,0.4261
1.8549,0.42541
1.858,0.42494
1.8597,0.42468
1.86,0.42463
